Region,Sub-Category,Sales,Quantity,Discount,Profit,Shipping Cost,gender,Order_Priority_Encoded,Order_year,Order_month,Order_day,Category_Furniture,Category_Office Supplies,Category_Technology
Central Asia,Phones,581.4,5,0.0,91.9954,57.2,M,3.0,2014,3,22,0,0,1
Central,Tables,581.4,5,0.35,-55.125,57.2,F,2.0,2013,6,29,1,0,0
South,Tables,370.62,3,0.4,-55.125,57.2,M,2.0,2013,5,2,1,0,0
Oceania,Bookcases,581.4,8,0.1,-0.216,57.2,Unknown,3.0,2014,6,21,1,0,0
EMEA,Copiers,581.4,4,0.0,91.9954,57.2,M,2.0,2014,3,31,0,0,1
Central,Bookcases,581.4,6,0.1,83.142,57.2,M,2.0,2013,7,14,1,0,0
South,Tables,491.456,2,0.5,-55.125,57.2,M,4.0,2013,12,20,1,0,0
Central,Machines,581.4,3,0.0,91.9954,57.2,F,2.0,2012,1,9,0,0,1
Oceania,Storage,581.4,4,0.1,91.9954,57.2,M,2.0,2012,6,27,0,1,0
Central,Storage,581.4,5,0.1,91.9954,57.2,M,3.0,2014,11,8,0,1,0
Central,Copiers,504.06984,2,0.002,34.30984,57.2,M,3.0,2013,9,26,0,0,1
East,Binders,581.4,2,0.0,91.9954,57.2,M,2.0,2012,2,21,0,1,0
North,Phones,504.36,3,0.0,65.52,57.2,M,3.0,2014,8,4,0,0,1
EMEA,Phones,581.4,6,0.0,91.9954,57.2,F,3.0,2012,8,6,0,0,1
Central Asia,Phones,581.4,1,0.0,91.9954,57.2,F,3.0,2013,10,15,0,0,1
Africa,Machines,581.4,8,0.0,91.9954,57.2,M,1.0,2012,6,12,0,0,1
Oceania,Copiers,581.4,4,0.4,-42.696,57.2,M,2.0,2014,1,29,0,0,1
South,Tables,581.4,3,0.5,-55.125,57.2,M,2.0,2014,6,19,1,0,0
North Asia,Tables,581.4,2,0.3,-55.125,57.2,M,3.0,2011,7,1,1,0,0
North,Storage,408.3,3,0.0,44.88,57.2,M,3.0,2014,9,17,0,1,0
Africa,Accessories,567.0,9,0.0,68.04,57.2,M,2.0,2012,6,12,0,0,1
South,Bookcases,575.16,4,0.0,17.16,57.2,F,2.0,2013,12,3,1,0,0
North,Copiers,581.4,5,0.0,91.9954,57.2,M,2.0,2014,12,19,0,0,1
South,Bookcases,581.4,2,0.0,91.9954,57.2,M,4.0,2012,8,13,1,0,0
Central Asia,Phones,581.4,2,0.0,51.42,57.2,M,2.0,2011,6,22,0,0,1
Africa,Phones,581.4,1,0.0,70.08,57.2,M,3.0,2014,11,21,0,0,1
EMEA,Copiers,581.4,4,0.0,91.9954,57.2,M,3.0,2014,12,15,0,0,1
North,Bookcases,540.192,6,0.2,91.9954,57.2,F,3.0,2014,6,18,1,0,0
North Asia,Copiers,578.61,3,0.0,91.9954,57.2,F,2.0,2011,10,7,0,0,1
Africa,Storage,581.4,4,0.0,91.9954,57.2,M,2.0,2013,12,31,0,1,0
Central,Chairs,581.4,9,0.0,91.9954,57.2,M,2.0,2014,9,13,1,0,0
North,Phones,581.4,2,0.0,26.04,57.2,M,4.0,2014,11,20,0,0,1
West,Machines,558.4,2,0.2,41.88,57.2,M,1.0,2013,5,29,0,0,1
Central,Phones,245.514,2,0.15,2.874,57.2,F,4.0,2011,3,24,0,0,1
North Asia,Phones,397.89,3,0.0,19.89,57.2,M,3.0,2014,8,11,0,0,1
North,Chairs,581.4,3,0.2,91.9954,57.2,M,1.0,2011,12,5,1,0,0
South,Bookcases,581.4,6,0.4,-55.125,57.2,M,1.0,2012,10,20,1,0,0
Central,Phones,581.4,8,0.0,91.9954,57.2,F,3.0,2011,10,12,0,0,1
Oceania,Chairs,581.4,2,0.1,91.9954,57.2,F,2.0,2014,9,2,1,0,0
North Asia,Bookcases,581.4,7,0.0,91.9954,57.2,M,2.0,2013,1,1,1,0,0
North,Storage,581.4,3,0.0,91.9954,57.2,M,3.0,2013,11,25,0,1,0
Central,Bookcases,449.496,4,0.1,91.9954,57.2,F,2.0,2013,9,28,1,0,0
West,Tables,581.4,3,0.2,-17.4588,57.2,F,3.0,2011,7,12,1,0,0
Central,Storage,505.32,3,0.2,31.5825,57.2,M,4.0,2011,10,20,0,1,0
Africa,Bookcases,581.4,2,0.0,91.9954,57.2,F,2.0,2012,5,28,1,0,0
North,Bookcases,581.4,7,0.0,91.9954,57.2,M,2.0,2011,12,9,1,0,0
North,Phones,581.4,4,0.0,60.48,57.2,M,3.0,2014,7,3,0,0,1
Oceania,Phones,581.4,5,0.1,91.9954,57.2,M,3.0,2012,5,22,0,0,1
Central,Bookcases,581.4,6,0.1,91.9954,57.2,M,2.0,2013,11,22,1,0,0
West,Chairs,581.4,5,0.2,45.294,57.2,F,3.0,2011,9,27,1,0,0
Southeast Asia,Copiers,581.4,2,0.07,91.9954,57.2,M,3.0,2013,12,11,0,0,1
Central,Copiers,581.4,4,0.0,91.9954,57.2,M,2.0,2011,5,5,0,0,1
North Asia,Chairs,497.7,3,0.0,91.9954,57.2,M,3.0,2013,1,29,1,0,0
North,Chairs,581.4,3,0.0,91.9954,57.2,M,2.0,2014,6,29,1,0,0
Southeast Asia,Phones,504.0756,4,0.17,12.0756,57.2,M,3.0,2014,7,29,0,0,1
West,Binders,581.4,7,0.2,91.9954,57.2,M,2.0,2011,8,9,0,1,0
South,Copiers,581.4,4,0.0,91.9954,57.2,F,3.0,2012,9,4,0,0,1
Southeast Asia,Bookcases,581.4,3,0.35,-55.125,57.2,M,1.0,2013,4,26,1,0,0
North Asia,Phones,581.4,9,0.0,91.9954,57.2,M,2.0,2012,2,2,0,0,1
Central Asia,Chairs,581.4,5,0.0,91.9954,57.2,M,2.0,2013,3,29,1,0,0
Africa,Appliances,568.47,1,0.0,91.9954,57.2,F,3.0,2014,1,20,0,1,0
Africa,Storage,256.74,2,0.0,91.9954,57.2,M,3.0,2011,12,20,0,1,0
West,Accessories,371.97,3,0.0,66.9546,57.2,F,4.0,2012,11,8,0,0,1
EMEA,Chairs,463.68,1,0.0,91.9954,57.2,F,1.0,2012,8,10,1,0,0
North,Chairs,412.695,9,0.5,-55.125,57.2,M,4.0,2014,8,21,1,0,0
North Asia,Accessories,505.95,5,0.0,30.3,57.2,M,3.0,2013,10,30,0,0,1
East,Bookcases,581.4,6,0.0,91.9954,57.2,M,2.0,2011,11,19,1,0,0
Oceania,Appliances,581.4,2,0.1,32.424,57.2,M,2.0,2014,10,28,0,1,0
Caribbean,Chairs,370.944,7,0.4,6.104,57.2,M,3.0,2013,6,18,1,0,0
Oceania,Bookcases,581.4,2,0.1,-7.29,57.2,M,2.0,2014,5,1,1,0,0
Central,Appliances,581.4,3,0.1,-34.11,57.2,M,2.0,2012,8,29,0,1,0
Caribbean,Phones,581.4,4,0.0,91.9954,57.2,M,2.0,2013,9,16,0,0,1
North,Bookcases,581.4,3,0.0,89.1,57.2,F,2.0,2014,6,4,1,0,0
Oceania,Chairs,581.4,3,0.4,-55.125,57.2,M,1.0,2014,6,23,1,0,0
Central,Storage,581.4,6,0.1,24.786,57.2,M,2.0,2014,5,19,0,1,0
Central,Phones,520.11,3,0.0,91.9954,57.2,Unknown,2.0,2011,3,10,0,0,1
Central Asia,Accessories,581.4,5,0.0,91.9954,57.2,Unknown,2.0,2014,10,13,0,0,1
Africa,Tables,581.4,1,0.0,91.9954,57.2,M,2.0,2014,9,18,1,0,0
South,Copiers,574.47,3,0.0,91.9954,57.2,M,3.0,2014,7,14,0,0,1
South,Chairs,581.4,9,0.2,-55.125,57.2,M,2.0,2013,9,14,1,0,0
West,Storage,344.91,3,0.0,10.3473,57.2,M,4.0,2011,11,16,0,1,0
South,Furnishings,335.744,2,0.2,25.1808,57.2,F,4.0,2012,11,30,1,0,0
Southeast Asia,Machines,389.655,2,0.25,-55.125,57.2,M,3.0,2014,9,18,0,0,1
Oceania,Bookcases,581.4,4,0.1,91.9954,57.2,M,2.0,2011,10,3,1,0,0
Central,Phones,581.4,5,0.0,91.9954,57.2,M,2.0,2012,8,29,0,0,1
South,Copiers,318.08256,2,0.002,91.9954,57.2,M,4.0,2013,3,18,0,0,1
Central,Storage,581.4,9,0.0,91.9954,57.2,Unknown,1.0,2014,11,8,0,1,0
North,Accessories,345.28,2,0.0,91.9954,57.2,M,4.0,2014,12,4,0,0,1
East,Chairs,581.4,7,0.1,91.9954,57.2,M,3.0,2011,9,19,1,0,0
Central,Copiers,581.4,2,0.15,91.9954,57.2,M,3.0,2013,8,1,0,0,1
East,Binders,315.98,1,0.0,91.9954,57.2,M,4.0,2013,10,18,0,1,0
Central Asia,Phones,581.4,4,0.0,91.9954,57.2,F,3.0,2014,10,16,0,0,1
South,Chairs,560.916,3,0.5,-55.125,57.2,F,3.0,2013,8,10,1,0,0
North Asia,Storage,581.4,9,0.0,35.37,57.2,M,2.0,2014,9,11,0,1,0
South,Chairs,581.4,4,0.0,91.9954,57.2,M,2.0,2014,10,14,1,0,0
Caribbean,Copiers,581.4,5,0.002,91.9954,57.2,F,2.0,2013,12,20,0,0,1
West,Copiers,581.4,3,0.2,91.9954,57.2,F,2.0,2011,8,8,0,0,1
North,Accessories,333.9,7,0.0,91.9954,57.2,M,4.0,2014,11,20,0,0,1
West,Machines,581.4,4,0.2,91.9954,57.2,Unknown,2.0,2011,3,18,0,0,1
South,Copiers,581.4,5,0.0,91.9954,57.2,Unknown,2.0,2013,4,5,0,0,1
South,Accessories,516.9,5,0.0,72.3,57.2,M,3.0,2013,1,29,0,0,1
North,Bookcases,262.528,4,0.2,-29.552,57.2,M,4.0,2014,11,18,1,0,0
Africa,Machines,581.4,9,0.5,-55.125,57.2,F,2.0,2012,12,25,0,0,1
East,Chairs,581.4,9,0.0,91.9954,57.2,M,1.0,2012,2,6,1,0,0
East,Copiers,581.4,3,0.4,74.9985,57.2,M,2.0,2014,11,17,0,0,1
South,Supplies,581.4,5,0.2,-55.125,57.2,M,2.0,2013,12,19,0,1,0
Central,Bookcases,581.4,7,0.1,35.868,57.2,F,2.0,2012,3,7,1,0,0
Central,Chairs,581.4,3,0.1,-42.129,57.2,M,2.0,2011,11,2,1,0,0
East,Phones,494.982,3,0.4,-55.125,57.2,F,3.0,2013,11,27,0,0,1
South,Bookcases,581.4,8,0.0,91.9954,57.2,F,3.0,2014,5,19,1,0,0
North,Machines,581.4,2,0.0,6.24,57.2,M,3.0,2011,6,28,0,0,1
South,Bookcases,581.4,5,0.0,91.9954,57.2,F,2.0,2011,9,9,1,0,0
Africa,Bookcases,581.4,2,0.0,91.9954,57.2,Unknown,2.0,2012,6,11,1,0,0
North,Bookcases,581.4,8,0.2,15.84,57.2,M,1.0,2014,5,26,1,0,0
East,Phones,581.4,7,0.0,91.9954,57.2,M,3.0,2012,9,18,0,0,1
Central,Binders,308.7,6,0.0,77.04,57.2,M,4.0,2014,12,15,0,1,0
Central Asia,Phones,581.4,7,0.0,91.9954,57.2,M,2.0,2011,5,30,0,0,1
East,Binders,581.4,2,0.2,91.9954,57.2,M,3.0,2013,4,5,0,1,0
North Asia,Chairs,429.48,3,0.0,85.86,57.2,M,2.0,2014,5,29,1,0,0
Central Asia,Storage,566.4,4,0.0,91.9954,57.2,M,3.0,2013,7,18,0,1,0
Africa,Bookcases,581.4,2,0.0,91.9954,57.2,F,3.0,2011,1,20,1,0,0
Africa,Machines,581.4,8,0.0,91.9954,57.2,M,2.0,2013,7,31,0,0,1
Central,Appliances,581.4,2,0.1,-22.74,57.2,M,2.0,2014,12,8,0,1,0
North Asia,Machines,581.4,3,0.0,91.9954,57.2,F,2.0,2012,5,31,0,0,1
North,Appliances,581.4,2,0.0,91.9954,57.2,F,2.0,2012,12,28,0,1,0
Central,Tables,581.4,9,0.0,91.9954,57.2,F,2.0,2013,11,26,1,0,0
Africa,Appliances,581.4,4,0.0,91.9954,57.2,M,2.0,2014,7,25,0,1,0
North Asia,Chairs,397.44,3,0.0,15.84,57.2,M,3.0,2014,9,11,1,0,0
North,Chairs,581.4,3,0.2,91.9954,57.2,F,2.0,2011,4,7,1,0,0
South,Appliances,581.4,3,0.0,91.9954,57.2,M,2.0,2014,5,24,0,1,0
East,Chairs,512.96,4,0.0,91.9954,57.2,F,3.0,2014,9,16,1,0,0
West,Binders,581.4,5,0.2,91.9954,57.2,M,3.0,2014,4,14,0,1,0
North,Accessories,492.84,3,0.0,4.92,57.2,M,4.0,2012,6,18,0,0,1
Caribbean,Bookcases,581.4,8,0.0,91.9954,57.2,M,3.0,2011,10,27,1,0,0
Central,Phones,581.4,6,0.0,91.9954,57.2,F,3.0,2012,9,10,0,0,1
West,Phones,581.4,5,0.2,91.9954,57.2,M,2.0,2011,5,10,0,0,1
Central Asia,Copiers,581.4,4,0.0,91.9954,57.2,M,2.0,2011,11,3,0,0,1
Central,Chairs,528.43,5,0.3,0.0,57.2,M,3.0,2013,7,3,1,0,0
EMEA,Storage,581.4,6,0.0,91.9954,57.2,F,2.0,2011,1,21,0,1,0
South,Furnishings,432.6,4,0.0,47.52,57.2,M,4.0,2014,11,21,1,0,0
Central Asia,Bookcases,581.4,4,0.0,91.9954,57.2,M,3.0,2011,9,22,1,0,0
Central,Bookcases,581.4,2,0.1,7.2,57.2,M,2.0,2011,1,15,1,0,0
Oceania,Appliances,581.4,4,0.1,91.9954,57.2,M,2.0,2014,1,7,0,1,0
North,Phones,581.4,4,0.0,17.44,57.2,Unknown,3.0,2014,7,29,0,0,1
West,Bookcases,581.4,9,0.15,31.4548,57.2,M,2.0,2014,12,9,1,0,0
West,Accessories,479.04,9,0.2,-29.94,57.2,M,3.0,2011,7,23,0,0,1
North,Phones,581.4,3,0.0,91.9954,57.2,F,1.0,2014,9,29,0,0,1
North,Phones,327.12,1,0.5,-39.27,57.2,M,3.0,2014,9,5,0,0,1
North,Chairs,229.056,3,0.2,8.556,57.2,M,4.0,2014,7,21,1,0,0
North Asia,Storage,380.88,3,0.0,91.9954,57.2,M,2.0,2011,2,2,0,1,0
Central,Bookcases,581.4,6,0.0,91.9954,57.2,M,2.0,2011,2,26,1,0,0
East,Phones,347.97,3,0.0,91.9954,57.2,M,3.0,2014,8,28,0,0,1
Central,Chairs,520.464,2,0.3,-14.8704,57.2,M,3.0,2014,12,12,1,0,0
East,Phones,581.4,8,0.4,-55.125,57.2,M,1.0,2012,11,27,0,0,1
Africa,Storage,581.4,4,0.0,91.9954,57.2,M,3.0,2013,5,16,0,1,0
Central,Machines,581.4,2,0.0,6.24,57.2,F,3.0,2013,11,6,0,0,1
North Asia,Machines,581.4,8,0.0,91.9954,57.2,F,1.0,2011,6,10,0,0,1
Central,Storage,371.52,2,0.1,91.9954,57.2,F,2.0,2013,4,20,0,1,0
East,Appliances,434.352,3,0.2,43.4352,57.2,M,3.0,2012,12,19,0,1,0
East,Chairs,581.4,5,0.3,0.0,57.2,F,3.0,2011,6,22,1,0,0
Southeast Asia,Phones,581.4,5,0.25,91.9954,57.2,M,2.0,2012,9,6,0,0,1
Central Asia,Phones,581.4,4,0.0,91.9954,57.2,F,3.0,2011,10,6,0,0,1
Central,Accessories,481.52,9,0.0,91.9954,57.2,M,3.0,2013,12,19,0,0,1
Central,Machines,581.4,8,0.0,91.9954,57.2,M,2.0,2012,8,14,0,0,1
North,Copiers,581.4,7,0.002,91.9954,57.2,F,3.0,2013,8,12,0,0,1
Southeast Asia,Appliances,512.0436,2,0.17,67.8036,57.2,F,3.0,2011,7,30,0,1,0
Africa,Envelopes,244.26,6,0.0,91.9954,57.2,M,4.0,2013,9,13,0,1,0
East,Phones,370.782,3,0.4,-55.125,57.2,M,2.0,2014,11,13,0,0,1
Central,Accessories,581.4,3,0.0,91.9954,57.2,M,3.0,2014,8,8,0,0,1
North Asia,Storage,581.4,4,0.0,16.56,57.2,M,1.0,2012,3,27,0,1,0
South,Binders,581.4,2,0.0,91.9954,57.2,F,3.0,2011,1,7,0,1,0
Canada,Storage,538.44,4,0.0,91.9954,57.2,M,3.0,2012,6,2,0,1,0
North,Bookcases,581.4,3,0.0,91.9954,57.2,M,3.0,2014,9,6,1,0,0
Central,Copiers,581.4,9,0.0,64.8,57.2,M,2.0,2012,11,9,0,0,1
North,Machines,581.4,2,0.0,6.24,57.2,M,3.0,2011,4,14,0,0,1
East,Phones,494.376,4,0.4,-55.125,57.2,F,3.0,2013,7,17,0,0,1
South,Accessories,581.4,5,0.0,91.9954,57.2,M,2.0,2012,7,23,0,0,1
Central,Copiers,581.4,4,0.002,91.9954,57.2,M,1.0,2013,12,6,0,0,1
Central,Copiers,581.4,2,0.15,91.9954,57.2,F,3.0,2013,12,17,0,0,1
Oceania,Copiers,581.4,4,0.1,-38.664,57.2,F,2.0,2013,1,7,0,0,1
Central,Phones,550.08,3,0.0,82.44,57.2,M,3.0,2012,6,14,0,0,1
North Asia,Storage,581.4,6,0.5,-55.125,57.2,M,3.0,2011,7,30,0,1,0
Oceania,Storage,581.4,7,0.1,-35.994,57.2,M,2.0,2014,2,21,0,1,0
North,Chairs,581.4,7,0.2,75.628,57.2,F,3.0,2012,11,16,1,0,0
North,Binders,338.94,7,0.0,91.9954,57.2,F,4.0,2011,8,15,0,1,0
South,Copiers,581.4,3,0.002,87.35364,57.2,F,2.0,2013,7,2,0,0,1
South,Copiers,581.4,5,0.402,-55.125,57.2,F,3.0,2013,6,11,0,0,1
Central,Copiers,319.56,2,0.5,-25.62,57.2,F,2.0,2012,8,15,0,0,1
South,Furnishings,581.4,9,0.2,91.9954,57.2,F,3.0,2012,11,26,1,0,0
South,Phones,447.264,8,0.4,-55.125,57.2,M,4.0,2013,12,18,0,0,1
Central,Bookcases,581.4,2,0.1,91.9954,57.2,M,3.0,2014,3,31,1,0,0
Africa,Bookcases,581.4,2,0.0,91.9954,57.2,F,2.0,2014,5,27,1,0,0
Central Asia,Bookcases,332.28,2,0.0,91.9954,57.2,F,4.0,2011,11,22,1,0,0
Caribbean,Bookcases,581.4,5,0.0,91.9954,57.2,Unknown,2.0,2013,10,2,1,0,0
EMEA,Phones,581.4,1,0.0,91.9954,57.2,M,3.0,2012,9,24,0,0,1
Central,Copiers,581.4,3,0.0,91.9954,57.2,M,1.0,2014,9,29,0,0,1
Central,Appliances,581.4,2,0.0,91.9954,57.2,Unknown,2.0,2012,11,10,0,1,0
West,Machines,581.4,1,0.2,91.9954,57.2,F,3.0,2014,11,22,0,0,1
Africa,Phones,581.4,2,0.0,89.94,57.2,F,3.0,2014,5,19,0,0,1
Southeast Asia,Appliances,581.4,3,0.0,91.9954,57.2,F,2.0,2012,6,21,0,1,0
Africa,Storage,581.4,8,0.0,91.9954,57.2,F,2.0,2014,6,9,0,1,0
Oceania,Copiers,264.384,2,0.1,-23.556,57.2,F,4.0,2014,8,8,0,0,1
Central,Phones,581.4,5,0.15,-55.125,57.2,F,3.0,2012,11,14,0,0,1
Southeast Asia,Bookcases,581.4,7,0.35,59.22,57.2,M,4.0,2014,1,8,1,0,0
West,Phones,581.4,7,0.2,91.9954,57.2,F,3.0,2012,11,3,0,0,1
Africa,Bookcases,581.4,6,0.0,91.9954,57.2,M,2.0,2014,11,26,1,0,0
South,Accessories,581.4,5,0.0,91.9954,57.2,M,2.0,2013,9,14,0,0,1
West,Phones,581.4,4,0.2,68.198,57.2,M,3.0,2011,8,9,0,0,1
South,Appliances,581.4,2,0.0,6.92,57.2,F,3.0,2014,3,7,0,1,0
North Asia,Bookcases,581.4,3,0.0,91.9954,57.2,F,2.0,2014,9,11,1,0,0
Central Asia,Accessories,458.4,4,0.0,73.32,57.2,Unknown,3.0,2014,6,18,0,0,1
East,Accessories,581.4,5,0.2,91.9954,57.2,M,2.0,2014,2,25,0,0,1
East,Bookcases,581.4,9,0.2,-50.098,57.2,M,2.0,2011,11,17,1,0,0
South,Bookcases,581.4,8,0.0,91.9954,57.2,F,1.0,2013,9,21,1,0,0
South,Appliances,581.4,4,0.0,91.9954,57.2,M,2.0,2012,12,11,0,1,0
West,Chairs,230.352,3,0.2,20.1558,57.2,M,4.0,2011,12,26,1,0,0
Central,Appliances,581.4,4,0.1,91.9954,57.2,F,2.0,2012,7,6,0,1,0
Central,Chairs,581.4,3,0.1,91.9954,57.2,F,2.0,2013,7,25,1,0,0
Central Asia,Copiers,581.4,4,0.0,91.9954,57.2,M,2.0,2011,8,4,0,0,1
North,Phones,581.4,2,0.0,91.9954,57.2,M,2.0,2011,6,14,0,0,1
Southeast Asia,Chairs,581.4,5,0.25,91.9954,57.2,F,2.0,2014,2,13,1,0,0
South,Storage,509.868,6,0.4,-55.125,57.2,M,3.0,2012,6,8,0,1,0
Africa,Storage,509.88,4,0.0,5.04,57.2,M,2.0,2012,6,7,0,1,0
Central,Storage,370.818,3,0.1,-41.202,57.2,F,4.0,2014,6,18,0,1,0
Central Asia,Copiers,386.1,3,0.0,27.0,57.2,M,3.0,2011,6,7,0,0,1
South,Bookcases,581.4,4,0.0,91.9954,57.2,F,2.0,2012,10,29,1,0,0
Africa,Fasteners,199.08,9,0.0,65.52,57.2,F,4.0,2014,6,28,0,1,0
EMEA,Phones,581.4,2,0.0,91.9954,57.2,F,2.0,2014,2,28,0,0,1
Central,Accessories,424.8,5,0.0,91.9954,57.2,F,4.0,2014,11,26,0,0,1
North Asia,Copiers,446.04,3,0.0,91.9954,57.2,M,3.0,2011,9,11,0,0,1
Central,Bookcases,464.049,3,0.1,87.579,57.2,F,3.0,2013,9,17,1,0,0
North,Appliances,581.4,4,0.0,91.9954,57.2,M,3.0,2014,4,14,0,1,0
South,Bookcases,581.4,4,0.0,58.32,57.2,F,3.0,2014,7,11,1,0,0
Central Asia,Copiers,581.4,6,0.0,54.54,57.2,M,3.0,2011,3,21,0,0,1
Central,Phones,214.455,2,0.15,17.655,57.2,M,4.0,2013,3,19,0,0,1
Southeast Asia,Storage,581.4,5,0.0,19.05,57.2,M,3.0,2011,12,6,0,1,0
Central,Copiers,581.4,5,0.15,88.0125,57.2,M,3.0,2013,7,11,0,0,1
Oceania,Tables,581.4,4,0.4,-55.125,57.2,Unknown,2.0,2011,12,1,1,0,0
Central,Chairs,546.66,9,0.0,91.9954,57.2,M,3.0,2012,12,17,1,0,0
West,Phones,575.928,9,0.2,57.5928,57.2,M,3.0,2011,11,11,0,0,1
Central,Chairs,581.4,6,0.0,91.9954,57.2,M,1.0,2011,5,18,1,0,0
Central,Chairs,215.46,3,0.1,16.74,57.2,M,3.0,2013,9,2,1,0,0
Southeast Asia,Bookcases,581.4,7,0.07,47.6469,57.2,M,2.0,2013,5,25,1,0,0
Central,Tables,581.4,4,0.2,11.984,57.2,M,2.0,2014,10,31,1,0,0
EMEA,Art,526.5,9,0.0,91.9954,57.2,M,3.0,2014,12,10,0,1,0
Southeast Asia,Tables,581.4,9,0.5,-55.125,57.2,M,3.0,2014,12,31,1,0,0
Central,Bookcases,581.4,6,0.1,91.9954,57.2,M,2.0,2014,11,24,1,0,0
Africa,Chairs,322.44,2,0.0,90.24,57.2,M,4.0,2011,9,8,1,0,0
Southeast Asia,Tables,581.4,7,0.47,-55.125,57.2,F,1.0,2011,6,25,1,0,0
South,Tables,581.4,4,0.4,-55.125,57.2,F,3.0,2013,11,16,1,0,0
Southeast Asia,Chairs,406.2888,8,0.27,-55.125,57.2,F,2.0,2012,2,10,1,0,0
North Asia,Chairs,190.92,2,0.0,40.08,57.2,M,4.0,2011,3,25,1,0,0
Oceania,Tables,424.158,2,0.3,-55.125,57.2,M,3.0,2012,7,18,1,0,0
Southeast Asia,Tables,581.4,4,0.5,-55.125,57.2,M,3.0,2014,8,5,1,0,0
EMEA,Machines,581.4,4,0.0,91.9954,57.2,F,2.0,2014,8,23,0,0,1
South,Paper,189.6,8,0.0,68.16,57.2,M,4.0,2014,12,4,0,1,0
North Asia,Bookcases,581.4,7,0.0,8.61,57.2,M,1.0,2013,8,4,1,0,0
Central Asia,Chairs,581.4,9,0.0,91.9954,57.2,M,2.0,2013,8,10,1,0,0
East,Storage,581.4,7,0.0,91.9954,57.2,M,2.0,2014,7,1,0,1,0
Central,Chairs,581.4,4,0.1,91.9954,57.2,F,2.0,2014,12,18,1,0,0
Central,Copiers,406.98,2,0.15,91.9954,57.2,M,3.0,2014,9,11,0,0,1
Central Asia,Copiers,575.64,4,0.0,91.9954,57.2,M,3.0,2013,5,17,0,0,1
Africa,Copiers,581.4,4,0.0,91.9954,57.2,F,3.0,2014,11,3,0,0,1
Southeast Asia,Storage,341.9766,3,0.17,91.9954,57.2,M,4.0,2013,11,4,0,1,0
EMEA,Appliances,531.36,8,0.0,5.28,57.2,M,3.0,2013,6,17,0,1,0
Oceania,Machines,581.4,5,0.1,91.9954,57.2,M,2.0,2011,6,24,0,0,1
Oceania,Chairs,581.4,2,0.1,-27.864,57.2,Unknown,2.0,2014,6,18,1,0,0
Africa,Chairs,463.68,1,0.0,91.9954,57.2,M,3.0,2013,9,4,1,0,0
South,Machines,581.4,9,0.4,-55.125,57.2,M,2.0,2012,10,1,0,0,1
Oceania,Accessories,581.4,4,0.1,91.9954,57.2,F,2.0,2014,11,19,0,0,1
Central Asia,Bookcases,488.16,4,0.0,91.9954,57.2,Unknown,3.0,2013,11,28,1,0,0
Central,Copiers,370.6425,3,0.15,74.0925,57.2,M,4.0,2014,6,25,0,0,1
Central,Bookcases,581.4,3,0.0,91.9954,57.2,F,2.0,2012,10,5,1,0,0
Central,Tables,581.4,6,0.2,-20.376,57.2,F,2.0,2014,11,7,1,0,0
Oceania,Copiers,316.296,2,0.4,-55.125,57.2,Unknown,4.0,2013,5,9,0,0,1
East,Supplies,581.4,6,0.0,34.758,57.2,M,2.0,2014,12,23,0,1,0
North,Accessories,581.4,4,0.0,91.9954,57.2,M,3.0,2013,7,31,0,0,1
Central,Bookcases,547.128,4,0.1,91.9954,57.2,Unknown,3.0,2013,4,22,1,0,0
Oceania,Paper,294.66,6,0.0,91.9954,57.2,M,4.0,2013,8,1,0,1,0
Central,Appliances,581.4,5,0.1,91.9954,57.2,M,3.0,2012,5,23,0,1,0
EMEA,Storage,509.88,4,0.0,5.04,57.2,M,4.0,2013,10,4,0,1,0
Southeast Asia,Chairs,467.43,1,0.0,91.9954,57.2,Unknown,1.0,2012,4,27,1,0,0
West,Storage,452.55,7,0.0,22.6275,57.2,F,4.0,2014,11,3,0,1,0
South,Bookcases,406.44,6,0.4,-55.125,57.2,F,3.0,2013,9,15,1,0,0
Central,Copiers,581.4,4,0.002,91.9954,57.2,M,2.0,2014,12,25,0,0,1
Southeast Asia,Chairs,581.4,7,0.27,-10.4601,57.2,M,2.0,2013,1,10,1,0,0
EMEA,Storage,581.4,6,0.0,0.0,57.2,M,3.0,2012,8,20,0,1,0
Caribbean,Storage,581.4,8,0.0,7.52,57.2,F,2.0,2011,5,21,0,1,0
Central,Chairs,581.4,4,0.0,91.9954,57.2,F,2.0,2013,6,11,1,0,0
North,Copiers,581.4,2,0.0,0.0,57.2,Unknown,2.0,2013,11,26,0,0,1
Southeast Asia,Copiers,581.4,3,0.07,-53.4789,57.2,M,4.0,2013,11,4,0,0,1
Central,Accessories,581.4,5,0.0,91.9954,57.2,M,2.0,2011,9,15,0,0,1
West,Phones,581.4,9,0.2,91.9954,57.2,Unknown,2.0,2011,4,12,0,0,1
North Asia,Machines,581.4,8,0.0,91.9954,57.2,M,2.0,2014,9,4,0,0,1
North,Copiers,581.4,2,0.0,91.9954,57.2,M,2.0,2012,6,26,0,0,1
Central,Phones,581.4,6,0.0,91.9954,57.2,M,2.0,2011,10,14,0,0,1
Central,Copiers,581.4,4,0.002,91.9954,57.2,M,4.0,2012,4,11,0,0,1
Southeast Asia,Bookcases,581.4,3,0.0,39.42,57.2,M,2.0,2013,4,26,1,0,0
East,Storage,581.4,6,0.0,83.844,57.2,M,2.0,2011,6,8,0,1,0
